날짜,제목,조회,공감,비공감
2023.04.27 10:46,"적정주가 60,000 원",52,1,0
2023.04.27 10:46,여보세요,48,0,0
2023.04.27 10:46,계속 빠질거 같은데 사네?,47,0,0
2023.04.27 10:45,임창정입니다 노래한곡 뽑겠습니다,160,2,0
2023.04.27 10:45,정말,103,0,0
2023.04.27 10:45,와... 이걸 스스로 기어 들어가서 물린다고?,137,4,0
2023.04.27 10:45,투자주의,75,0,0
2023.04.27 10:44,내일도,76,0,0
2023.04.27 10:44,요것도 낼도 하한가,75,0,0
2023.04.27 10:44,ㅋㅌ 하한에 담고 상한에 팔어라,74,0,0
2023.04.27 10:44,하따 들어가서 70먹고 나오길 잘했다,112,0,0
2023.04.27 10:44,4일만에 35만원이 증발해버렸네ㄷㄷㄷㄷ,110,1,0
2023.04.27 10:43,일단 5만~8만원대 와리칠듯,69,1,0
2023.04.27 10:43,하한가 재진입 -30% 으아악,95,0,0
2023.04.27 10:43,씨발 또 하한가 탈출할 기회였다니,111,0,0
2023.04.27 10:43,이쁘네*^^,57,0,0
2023.04.27 10:43,낼도  30%  마이너스 시작이네.미수 가 ,123,1,0
2023.04.27 10:43,3년전  평단,105,0,0
2023.04.27 10:43,Sg증권 유비에스증권,74,0,0
2023.04.27 10:42,이제 한방 남았다,69,0,0
2023.04.27 10:42,CFD 공매,69,0,0
2023.04.27 10:42,세번씩,61,0,0
2023.04.27 10:42,까짓것,57,0,0
2023.04.27 10:42,3연타는 신선하네 ㅋㅋㅋㅋㅋ,92,1,0
2023.04.27 10:42,파동한번더 나오면 올라간다는,63,0,0
2023.04.27 10:42,어머 오늘도 -30.00%,72,0,0
2023.04.27 10:41,너희도 주가조작에 일조한 공범들이다.,78,3,1
2023.04.27 10:41,와우~,62,2,1
2023.04.27 10:41,천하제일 단타대회가 열렸다가 방금 끝,73,1,0
2023.04.27 10:41,서울가스 재무팀 초차들,84,0,0
2023.04.27 10:41,108000정도가 저점일 듯 싶네,66,0,0
2023.04.27 10:40,진짜,80,0,0
2023.04.27 10:40,2년전 가격으로 돌아왔네,79,0,0
2023.04.27 10:40,5만원도 ,79,0,0
2023.04.27 10:40,하한가 삼총사는 개망했다 크아앙,86,1,0
2023.04.27 10:40,단타 치실 분들은 8개 관련 종목중에서,256,0,1
2023.04.27 10:39,무슨일있나용?,109,0,1
2023.04.27 10:39,내일이  맞는거 같다  푸붑 ㅎㅎㅎ ,91,0,0
2023.04.27 10:39,gg님,55,1,0
2023.04.27 10:39,하림에서 난 손실 메꾸러 서울가스 들어와서 하한가 또 맞은 흑우 없재?,137,1,0
2023.04.27 10:39,최악이면 몇달 거래정지도 나올수 있다.,68,0,0
2023.04.27 10:39,어차피  안팔린다 매도 걷어라잉,61,0,0
2023.04.27 10:39,거래정지 언제되나요~?,100,0,0
2023.04.27 10:39,주가조작 세력 수사 시작 때문!,68,0,0
2023.04.27 10:39,7만원까지 빠지겠네,60,1,0
2023.04.27 10:39,어떡하죠,74,0,0
2023.04.27 10:39,재무좋은데?,107,1,0
2023.04.27 10:39,여기서 중요한건 제 지인이,81,1,0
2023.04.27 10:38,띵띵 바라 띠디바디 뚜루 띠디바 띠디바,50,0,0
2023.04.27 10:38,시체 교환식 했네 ㅋㅋㅋㅋ,83,2,0
2023.04.27 10:38,제자리 찾아와라,51,0,0
2023.04.27 10:38,낼 하따에 사면 될듯ㅎㅎ,57,0,0
2023.04.27 10:38,시총 천억 이하가 적정가...,68,2,0
2023.04.27 10:38,까스까스까스~,60,0,0
2023.04.27 10:38,방독면 쓴사람?,51,0,0
2023.04.27 10:38,열쇠가 없어서..,49,0,0
2023.04.27 10:38,오늘 하한 두세번은 ,80,1,0
2023.04.27 10:38,내돈!,96,1,0
2023.04.27 10:38,하한가 물량얼마나있나요?,56,0,0
2023.04.27 10:38,교보 들어오는거 손대지 말라하니,67,0,0
2023.04.27 10:37,"잘하면 풀릴수도,,,",60,0,0
2023.04.27 10:37,실수한건가?,67,0,0
2023.04.27 10:37,하따하다가,57,0,0
2023.04.27 10:37,에코로 오셔유,62,1,1
2023.04.27 10:37,너무빠진다,59,0,0
2023.04.27 10:37,문상 왔습니다.  40~50층 계십니까??,87,1,0
2023.04.27 10:37,주포 연기금의 입장!!!,71,0,0
2023.04.27 10:36,이거 왜 샀음?,115,0,0
2023.04.27 10:36,오늘 너무 빨랐어 내일부터 해도될것을 ㅋ,77,0,0
2023.04.27 10:36,ㅋㅋㅋㅋ하따한 흑우들은 주식접어라,80,2,0
2023.04.27 10:36,교보단타 잘친다 부럽네,90,0,0
2023.04.27 10:36,탈출기회를 놓치신 분들은,258,1,0
2023.04.27 10:36,이익은 삼천리 1/3인데 시총이 비슷,153,0,0
2023.04.27 10:35,어휴... 줄때 나가지,91,2,0
2023.04.27 10:35,하따 하신분들게 궁금한점,119,3,1
2023.04.27 10:35,어종하 정답 ㅋ,61,1,0
2023.04.27 10:35,하따노린 불나방...장렬히 타죽다.,82,3,0
2023.04.27 10:35,ㅁㅊ거디,61,0,0
2023.04.27 10:35,주가조작아웃!,58,0,0
2023.04.27 10:35,대단,55,0,0
2023.04.27 10:35,팔 기회 줘도,85,1,0
2023.04.27 10:35,[삭제된 게시물의 답글]하한가 풀렷다고,58,0,0
2023.04.27 10:34,서울가스 주가조작으로 환불 받을수 있다네요,88,0,2
2023.04.27 10:34,하한가 풀린다 ,57,0,1
2023.04.27 10:34,공 매도 또 들어온다 ?,63,0,0
2023.04.27 10:34,헐 4일만에 2년전 가격,78,0,1
2023.04.27 10:34,원주가는..,57,1,1
2023.04.27 10:34,아. 이러면 더 안좋은데...,71,0,0
2023.04.27 10:34,ㅋㅋ 오늘,51,1,0
2023.04.27 10:34,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오늘산사람없냐?,102,1,0
2023.04.27 10:33,사람살려,156,2,0
2023.04.27 10:33,오늘 빠져 나온 분들이 승리,74,1,0
2023.04.27 10:33,차트보니 2년 넘게  작전,94,0,0
2023.04.27 10:33,따상 구경왔습니다,60,2,0
2023.04.27 10:33,오늘 하따로 진입한 애들은,106,0,0
2023.04.27 10:33,아이고야 1800주야 언론진짜,111,1,0
2023.04.27 10:33,거래정지전에 걍 튄거다,83,0,0
2023.04.27 10:32,재무표 보고는 들간거냐??,78,0,1
2023.04.27 10:32,세력들 개미한테 물량 넘기는데 성공,77,1,0
2023.04.27 10:32,이제 거래정지나 체포가 수순인데,65,0,0
2023.04.27 10:32,매도도 못한다잖아,73,2,0
2023.04.27 10:32,고점 ..,64,0,0
2023.04.27 10:32,속보,65,0,0
2023.04.27 10:32,내일,56,0,0
2023.04.27 10:32,범죄신고 112,56,0,0
2023.04.27 10:32,진짜,67,0,0
2023.04.27 10:32,하앙까 하앙까 신나는 노래~~,106,3,0
2023.04.27 10:32,세력탈출,142,1,0
2023.04.27 10:32,헐,84,0,0
2023.04.27 10:31,이와중에,112,0,0
2023.04.27 10:31,오늘은,71,0,0
2023.04.27 10:31,호구 손바뀜,113,2,0
2023.04.27 10:31,근데 ,78,0,0
2023.04.27 10:31,15층 베란다에서,133,0,1
2023.04.27 10:31,얘두 뭐~ 뻔하네,79,0,0
2023.04.27 10:31,호구교체라고 했지 이것들아..,80,0,1
2023.04.27 10:31,6만주면 하한가 만들어뿌는데.. 그걸버티고 있다니..ㅠ,103,0,0
2023.04.27 10:30,다시하한가,79,1,0
2023.04.27 10:30,오늘,105,0,0
2023.04.27 10:30,이정도면 거래정지하고 조사해야하는거 아님?,101,0,0
2023.04.27 10:30,기록을 세우는군.,77,0,0
2023.04.27 10:30,지금 이걸 왜사냐?,99,1,1
2023.04.27 10:30,여그 주포가 연기금...,93,1,0
2023.04.27 10:30,여긴 sg발 물량이 아직도 젓나게 남아있네.,93,2,0
2023.04.27 10:30,ㅋㅋㅋㄱㄱ니들은 저게 맞는 가격이라고 생각하고 들간거냐??,84,1,0
2023.04.27 10:30,서로 인사들하세요ㅋㄱㄲ,74,1,0
2023.04.27 10:29,형이 알려 줬잔아.,70,1,0
2023.04.27 10:29,아직 한발 남았어 OOO아,66,0,1
2023.04.27 10:29,내일 8만원?,59,1,0
2023.04.27 10:29,-마감- 2분전 튀라고했다...,59,1,0
2023.04.27 10:29,숫자가 이쁘네 30%,62,2,0
2023.04.27 10:29,-30 깔끔,69,2,0
2023.04.27 10:29,시원하구마잉,50,1,0
2023.04.27 10:29,거래정지인갑다,78,0,0
2023.04.27 10:29,아놔,58,1,0
2023.04.27 10:29,하따 개미들 내일도 하한가 ㅋㅋㅋ,65,1,0
2023.04.27 10:29,내일도 하한가다,64,1,0
2023.04.27 10:29,창구리스크 쩜하 4방 실화냐,77,0,0
2023.04.27 10:29,우크라이나 전쟁 ㅋㅋ 풉,78,1,0
2023.04.27 10:28,여기 주포들 많네 ㄷ ㄷ,72,1,0
2023.04.27 10:28,6만원 저항선 보임,72,0,0
2023.04.27 10:28,와~~ㅈ,61,0,0
2023.04.27 10:28,어이 주모 문닫아 ,57,0,0
2023.04.27 10:28,이정도면 회사부도,72,0,0
2023.04.27 10:28,내일 98000원 까지 내려갈듯..,121,0,0
2023.04.27 10:27,--------문닫을게요----------,115,0,0
2023.04.27 10:27,어차피112700원  내일은,122,2,0
2023.04.27 10:27,튀어빨리........ 거래량없어...... 한방던지면 바로 하한가야..,89,1,0
2023.04.27 10:26,하한가 간다는건,129,0,0
2023.04.27 10:26,공포에담아?,95,0,0
2023.04.27 10:25,내일이 진짜 결전의 날이네,126,0,0
2023.04.27 10:25,거래량및 거래터지는 속도 봐라,146,2,0
2023.04.27 10:25,이건머 횡령 배임보다 더하누,77,0,0
2023.04.27 10:24,기회줄때~~~그리고 월요일,268,0,0
2023.04.27 10:23,서울가스 이건 알고가셔야죠,124,0,0
2023.04.27 10:23,오늘,78,0,0
2023.04.27 10:22,오늘 매수하는게 나을까요?,227,2,0
2023.04.27 10:22,저물량 물탄건가 연기금이랑 외인들?,83,0,0
2023.04.27 10:22,사람나고 돈 나지 돈 나고 사람 안나온다,62,0,0
2023.04.27 10:21,이리 내려 꽂으면,88,0,0
2023.04.27 10:20,역시 조작무죄ㅈ나라답다,137,1,1
2023.04.27 10:20,오늘 하한가 가고 내일 하한가,116,0,0
2023.04.27 10:20,보합간다고 하더라,131,1,0
2023.04.27 10:19,결국~,77,0,0
2023.04.27 10:18,배당금만 졸라게 받아보자,178,1,0
2023.04.27 10:17,......,61,0,0
2023.04.27 10:17,횡령배임이여도 하한가4번은안감,108,0,0
2023.04.27 10:16,망할 회사도 아닌데 뭔 걱정.,144,2,0
2023.04.27 10:15,노후에 크루즈여형이나 좀 다닐라고 평생 번돈을,238,2,1
2023.04.27 10:15,하한가간다,99,2,0
2023.04.27 10:14,신용 쓴 사람 대부분 압류 들어온다.,124,0,1
2023.04.27 10:14,10만이면,118,1,2
2023.04.27 10:14,이 좋은 회사가?,156,1,1
2023.04.27 10:14,줄때 나오라고 ㅋㅋㅋㅋㅋ,80,1,1
2023.04.27 10:13,112700원,109,0,1
2023.04.27 10:13,작년6월에 장투목적으로 800만원치사서,230,3,1
2023.04.27 10:13,3연상예정?,92,2,1
2023.04.27 10:13,ㅅㅂ 300주인데,209,0,1
2023.04.27 10:13,이건 큰일이네,94,0,2
2023.04.27 10:13,뭐여,63,0,2
2023.04.27 10:12,돔향쳐,62,0,0
2023.04.27 10:12,내일은9만원대에서 놀갔구만,74,0,1
2023.04.27 10:11,거지,104,3,0
2023.04.27 10:11,"115,700원 입성했습니다.",304,3,1
2023.04.27 10:11,아직 6 안왔다,98,2,1
2023.04.27 10:11,이건 너무 싸도 싸다.,186,0,1
2023.04.27 10:10,우크라이나 러시아 가스이슈  5분의1토막?,120,0,0
2023.04.27 10:09,살다가 뭔 날벼락,118,3,0
2023.04.27 10:09,어..종..하..,64,0,2
2023.04.27 10:09,러시아 전쟁때메 가스값  오른거알제?,94,0,1
2023.04.27 10:08,단타도 눈치보고 쳐야지,76,0,2
2023.04.27 10:08,5만원 적선하고 간다,106,0,1
2023.04.27 10:08,112700에샀으니 오늘하루는 걱정없겠군!,128,1,2
2023.04.27 10:07,주가사기다 우리도 전세사기와 같이 원금 회수 해달라고 대모하자,85,0,1
2023.04.27 10:06,50만원짜리가 11만원ㅋㅋ,116,0,0
2023.04.27 10:06,점심먹고오면,90,2,0
2023.04.27 10:06,이거 토론이 아닌데,83,0,0
2023.04.27 10:06,선광 따라라,62,0,0
2023.04.27 10:06,여기서 더 빠져봐여 얼마나 빠지겠습니꽈?,70,0,1
2023.04.27 10:06,1억 올인해라,60,0,0
2023.04.27 10:06,언론이 개미들 다꼬시네 산광 대성,58,0,0
2023.04.27 10:05,축하,64,0,1
2023.04.27 10:05,하하가 네방,62,0,1
2023.04.27 10:04,순삭으로 문 잠길거 같다.,75,0,1
2023.04.27 10:04,@@주가조작 종목은 기본이 -80~90%야!!,97,4,1
2023.04.27 10:04,3년전 58800원이던데 지금도 충분히  높은데?,159,1,0
2023.04.27 10:04,주가조작범 형량,75,0,1
2023.04.27 10:03,지금 줍줍 ㄱㄱ ,76,0,1
2023.04.27 10:03,줍줍하신분들 축하드려요!,130,3,3
2023.04.27 10:03,하따 힘이 없는 이유,139,1,0
2023.04.27 10:02,내일은 9만원대에서 놀갔구만...,118,3,1
2023.04.27 10:02,하한가말기전에 튀어라,70,1,2
2023.04.27 10:02,떨어지는 칼날은 ,69,2,2
2023.04.27 10:02,ㅎㅎ 누가 다 받아줬네요,78,0,1
2023.04.27 10:02,아 잠긴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,72,1,1
2023.04.27 10:02,우선팔고 보자,69,2,0
2023.04.27 10:02,주가조작 터져서 계속 떨어질 주식임  ,60,1,0
2023.04.27 10:02,결국은...,63,1,0
2023.04.27 10:01,단타치려다가 다시  가나,86,2,1
2023.04.27 10:00,하한가 잠기면 탈출불가..기회줄때나가..,90,4,1
2023.04.27 10:00,주가 조작이 드러났는데도 이러고 있네,97,4,2
2023.04.27 10:00,반대매애,90,1,1
2023.04.27 10:00,벌써 4일째네요..,143,0,1
2023.04.27 10:00,경동 도시가스 로 와라,77,0,2
2023.04.27 09:59,다시하한가네,80,0,1
2023.04.27 09:59,샤요나라,63,0,2
2023.04.27 09:59,개미들 놀이터가 됐구만,69,0,1
2023.04.27 09:59,개미들은 무조건 매도해라.,70,0,1
2023.04.27 09:59,사지마라 더 빠져야 한다.,85,2,1
2023.04.27 09:59,내일은 10만원대도 붕괴될듯,59,1,1
2023.04.27 09:59,60억이 바람과 함께 사라지다,113,0,1
2023.04.27 09:58,악날하네요.,76,0,1
2023.04.27 09:58,세력형아,54,0,1
2023.04.27 09:57,112700,79,0,1
2023.04.27 09:57,상풀리고 이렇게 약한넘은 첨보네...,127,1,1
2023.04.27 09:57,와~~여기 회사매출이 조단위네요,95,1,0
2023.04.27 09:56,헐--내말이 맛지,99,0,1
2023.04.27 09:56,회사명 바꿔라,89,0,0
2023.04.27 09:56,이거 여기서 안사면,92,0,2
2023.04.27 09:56,긴급속보 기술적 반,167,0,0
2023.04.27 09:56,@@깜치다 한방에 훅 간다ㅎㅎ,82,1,0
2023.04.27 09:55,거의매일,77,1,0
2023.04.27 09:55,슬슬줍줍타임,87,0,0
2023.04.27 09:55,이야... 쩜하한가 안갔네,74,0,0
2023.04.27 09:54,임창정 얘 작전세력 얼굴마담,142,6,0
2023.04.27 09:54,조작세력한테,103,1,0
2023.04.27 09:53,안.전.제.일,70,0,0
2023.04.27 09:52,주식방어 열심히도 한다 ㅋㅋ,117,4,0
2023.04.27 09:52,정적,80,0,0
2023.04.27 09:52,40만원이 4일만에 증발ㅋㅋㅋㅋㅋㅋ,301,3,0
2023.04.27 09:52,누가누가 창정이돈 많이 따먹나 게임,130,3,0
2023.04.27 09:51,천하제일단타대회 ,95,0,0
2023.04.27 09:51,서울가스 입성!!,252,2,0
2023.04.27 09:52,으 전에 썼던 글에는 반말로 안티나 하던 애가 여기와서는 존댓말에 정상인 척 하네...,65,1,0
2023.04.27 09:51,내가머라쿠드노 ,84,1,1
2023.04.27 09:51,적정가 4마넌,82,2,1
2023.04.27 09:50,아똬,70,1,0
2023.04.27 09:50,140만주가 유통이네,110,1,0
2023.04.27 09:50,이건 아니지,58,0,0
2023.04.27 09:49,아침 단타로 168만원 용돈 벌고 갑니다,208,6,2
2023.04.27 09:49,작전명령,62,0,0
2023.04.27 09:49,반대매매,74,2,0
2023.04.27 09:49,가격메리트 없어서 거래 안되던걸,77,2,0
2023.04.27 09:49,여보세력나야~~~거기 잘지내니~~~,61,1,0
2023.04.27 09:49,어종하…,51,0,1
2023.04.27 09:48,하따 성공~~,64,1,1
2023.04.27 09:48,매도기회  주네,66,2,1
2023.04.27 09:48,신용 거의소진,176,3,1
2023.04.27 09:48,종가는 하한가`,75,2,1
2023.04.27 09:47,주당35000원,94,0,2
2023.04.27 09:47,6만~7만짜리가 많이도 올랐네,115,2,1
2023.04.27 09:46,회장은..,106,1,0
2023.04.27 09:46,재무 매출보니까..조단위..ㄷ,119,1,0
2023.04.27 09:46,하한가 풀린거 축하드립니다,85,0,1
2023.04.27 09:45,야수의 심장들 ,81,0,0
2023.04.27 09:44,이종목 오늘사면 돈 버나요??,75,0,0
2023.04.27 09:44,회사 재무 탄탄하네..,97,0,0
2023.04.27 09:44,주식이  널렸는데,224,2,0
2023.04.27 09:44,아?좃됨!,144,3,2
2023.04.27 09:43,안티가 많구만,81,1,1
2023.04.27 09:42,이거 작전주에 투자하는 알고 투자한,118,0,1
2023.04.27 09:42,문제는 오늘 하락이라,85,0,0
2023.04.27 09:42,연간 영업이익 30억인데,169,2,0
2023.04.27 09:42,어차피 떨어질듯,79,1,0
2023.04.27 09:41,70만주 누가산거지?,321,0,0
2023.04.27 09:41,야수의 심장들 영역구간,72,0,0
2023.04.27 09:41,오늘 갭만 메꿔도 ,75,0,0
2023.04.27 09:40,매도 타이밍 알려줄게,74,0,0
2023.04.27 09:40,이거 하한가 2방 더 남았다,75,3,0
2023.04.27 09:40,잘가라,55,0,0
2023.04.27 09:39,ㅅㅂ 12만원에 물렸네,328,1,3
2023.04.27 09:39,내일까진,84,0,1
2023.04.27 09:39,현대차로 오세요,78,1,0
2023.04.27 09:38,이거 6만원때인데?,85,0,0
2023.04.27 09:37,UBS 뭐냐,93,0,0
2023.04.27 09:37,이정도면,59,0,0
2023.04.27 09:37,망할 회사는  아닌대,76,0,0
2023.04.27 09:37,지금,47,0,0
2023.04.27 09:36,단타자리 이제 없다.,80,4,0
2023.04.27 09:36,탈출할기회는주네,68,1,0
2023.04.27 09:36,이제는반등,56,0,0
2023.04.27 09:36,나도 서울가스 주주,63,0,0
2023.04.27 09:36,들었는데,57,0,0
2023.04.27 09:36,1000주 단타 350만원만 먹고 쨉니다,168,1,0
2023.04.27 09:35,축하,72,0,0
2023.04.27 09:35,반전,72,0,0
2023.04.27 09:35,아직도 per가 32네,90,1,0
2023.04.27 09:35,공포!,69,0,0
2023.04.27 09:34,중요한 소식 ,82,0,0
2023.04.27 09:34,제발,66,0,0
2023.04.27 09:34,아직 시총이 5천억이네,101,2,0
2023.04.27 09:33,서울가스는,64,0,0
2023.04.27 09:33,반등한다고 샀다가 처물리셨쎄여?,118,1,0
2023.04.27 09:33,신호온다 ,56,0,0
2023.04.27 09:33,찐 평단가,58,0,0
2023.04.27 09:37,[삭제된 게시물의 답글]나는 어제  7십만주 매도잔량에  하한가 매수한사람임..후후...,43,0,0
2023.04.27 09:33,이제 좀 정신이 들어?,68,1,0
2023.04.27 09:33,가즈아,50,0,0
2023.04.27 09:33,조사들어온다니까 잔여물량털고나가는거야..,68,0,0
2023.04.27 09:32,외인들이 매수세군,69,0,0
2023.04.27 09:32,림창정,86,0,0
2023.04.27 09:32,단타쟁이들 몰려왔네,77,0,0
2023.04.27 09:31,내  점상은 봤어도 점하는 첨보네,142,0,1
2023.04.27 09:31,"고전경제학, '더 멍청한 바보 이론'(the greater fool theory)...",96,0,0
2023.04.27 09:31,하한가 가즈아~~~,64,0,1
2023.04.27 09:31,이거 투자한 사람은 죽고 싶겠다,125,2,0
2023.04.27 09:31,팔만원 짜리 작업친 주식,91,0,1
2023.04.27 09:31,거래량이,74,0,1
2023.04.27 09:31,다음달 31일까지 연속 폭락해라,112,0,1
2023.04.27 09:30,이렇게 오르고,124,0,2
2023.04.27 09:30,하한가로 사서,77,0,0
2023.04.27 09:30,예술이네,89,0,0
2023.04.27 09:29,머야 하한가에 1000주 사져버렸네 ㅡ.ㅡ,220,2,0
2023.04.27 09:29,적정가 5만원짜리임,65,0,0
2023.04.27 09:29,빨리 ,57,0,0
2023.04.27 09:29,이번에 하한가 간다면....,83,0,1
2023.04.27 09:29,어이구아직 상중인데 벌써 발인하려고하네,64,1,0
2023.04.27 09:29,지금탄놈은 모지리다...,76,1,0
2023.04.27 09:28,6만원 주가를,87,2,0
2023.04.27 09:28,112700원,66,0,0
2023.04.27 09:28,개미태워서침몰시키네..,71,1,2
2023.04.27 09:28,"7,8만원대까지는 떨어질듯",70,2,1
2023.04.27 09:28,"우선 나감,,,,ㅠㅠ 개잡주, 손절,",87,0,0
2023.04.27 09:27,주가보호 ,170,1,2
2023.04.27 09:27,결 하 ,84,1,0
2023.04.27 09:27,손대지들 말라니까 여기가 끝이 아니라고,103,0,0
2023.04.27 09:27,단타도 어려워 보인다.,71,1,0
2023.04.27 09:27,무서운 폭락.. 이거 가진 자 죽음이구나. 누구의 장난?,89,0,0
2023.04.27 09:26,서울가스  음음  이럴줄  알았지  내새가 나더라,77,0,0
2023.04.27 09:26,개미 꼬시기인가,65,1,0
2023.04.27 09:26,119700,75,0,0
2023.04.27 09:25,나가자,55,0,0
2023.04.27 09:25,서울가스  배당주아닙니다,139,3,0
2023.04.27 09:25,신용이,82,0,0
2023.04.27 09:24,흠..,51,0,0
2023.04.27 09:24,"PER, PBR, ROE, 매크로 보면 살 이유가 없음",83,0,0
2023.04.27 09:23,외인들 물타나가네 들어가면 미친거지,118,0,0
2023.04.27 09:23,삼천리 풀리면 서울가스도 풀린다생각해야지ㅋ,151,1,2
2023.04.27 09:22,너무 높은 가격에서 풀림,111,1,0
2023.04.27 09:22,프매던지는데,72,1,0
2023.04.27 09:21,어딜 올라가려구,77,0,0
2023.04.27 09:21,마지막,67,0,0
2023.04.27 09:21,"적정가는 50000원 입니다,",87,2,0
2023.04.27 09:21,헐.. 주주들피해엄청나것네,92,0,0
2023.04.27 09:21,대성 PER200,76,0,0
2023.04.27 09:21,"검찰 조사 , 거래정지 조심 !!!",194,0,2
2023.04.27 09:20,아무리봐도 꼬시고 다시하한가패턴같다,77,1,0
2023.04.27 09:20,개미,58,0,0
2023.04.27 09:20,내가머라쿠드노 ,232,0,0
2023.04.27 09:19,어차피 하안가,77,0,0
2023.04.27 09:19,신용 잔고는 털었겠네요,89,0,0
2023.04.27 09:19,이걸사? 무슨 심장이지?,100,1,0
2023.04.27 09:19,■ 세력아 가즈아~!!! ■,61,0,0
2023.04.27 09:19,ㅊㅋㅊㅋ,64,0,0
2023.04.27 09:19,오늘산 시키들,78,0,0
2023.04.27 09:19,바닥 밑 지하실 한방 더 있죠 ㅎㅎ,59,0,0
2023.04.27 09:18,여기가,72,3,0
2023.04.27 09:18,호구들 교체!!!!,71,1,0
2023.04.27 09:18,도,46,0,0
2023.04.27 09:18,호가창 잘보고 있어라,83,0,0
2023.04.27 09:18,조막손행님들붙었다,68,1,1
2023.04.27 09:18,ㅎㅎㅎㅎ 바닥쳤네!!,69,0,1
2023.04.27 09:17,물린사람 탈출하고 신규입성 단타먹어라.,66,0,0
2023.04.27 09:17,나.... 왜? ,60,0,0
2023.04.27 09:17,아직도 안판 개미들 있어?,63,1,1
2023.04.27 09:17,per이 이렇게 높은데,91,1,0
2023.04.27 09:16,놀이동산 자이드롭타는 기분이넹,74,0,0
2023.04.27 09:16,다우데이터에서 왓음,99,1,0
2023.04.27 09:16,교보 들어와서 나가리,111,0,0
2023.04.27 09:15,형 원래자리로가야지~ 조작질하지말구 ㅋㅋㅋ,78,0,0
2023.04.27 09:15,신의 한수,112,0,1
2023.04.27 09:15,오오. 간다,74,1,0
2023.04.27 09:15,6.25 난리는 난리도 아니다,84,0,0
2023.04.27 09:15,하따 성공 ,70,0,0
2023.04.27 09:15,하한가->상한가 (60%먹는다. 가즈아),103,0,0
2023.04.27 09:15,오오~~,55,0,0
2023.04.27 09:14,다시 하한가로 복귀...,67,0,0
2023.04.27 09:14,4일만에 -76% ㄷㄷㄷ ,108,0,0
2023.04.27 09:14,고수님들에 진심 어린 고견을 기다립니다,60,0,0
2023.04.27 09:14,하한가에 샀다 100주만,94,1,1
2023.04.27 09:14,지금이야 ,62,0,0
2023.04.27 09:14,"70,000 매수 대기",58,0,1
2023.04.27 09:14,per 31,49,0,0
2023.04.27 09:14,지금 하한가에 산 98천주...,189,1,0
2023.04.27 09:14,오 .. 들어올렸어 ㅋㅋ,58,0,1
2023.04.27 09:14,근데 얘는 실제로 가치도 적어서 반등도 못할듯,56,0,0
2023.04.27 09:13,삼천리는 PER이 10이고,99,0,0
2023.04.27 09:13,도박판 다 똑같네.,57,0,0
2023.04.27 09:13,하따 대성공 !!!!!!!!!!!!!!!!!!!!!!!!!!!,130,0,2
2023.04.27 09:13,바이오니아,51,0,0
2023.04.27 09:13,삼천리 풀리는거보고 겁나 매수했다.,178,0,2
2023.04.27 09:13,깨쓰,55,0,0
2023.04.27 09:12,임창정이 부릅니다,84,0,0
2023.04.27 09:12,서울가스 정찰병 탈출성공!,57,0,0
2023.04.27 09:12,이게 도박판이자?,61,0,1
2023.04.27 09:12,한강 미어터진당,57,0,0
2023.04.27 09:12,적정주가,78,1,0
2023.04.27 09:12,독가스네,129,5,0
2023.04.27 09:12,진짜 어이가 없긴하다,200,1,0
2023.04.27 09:12,"뉴스에 나온이상,,,,그냥 골로가네 ㅋㄷㅋㄷ",262,2,4
2023.04.27 09:12,이걸 하따하는넘들은 ,153,2,0
2023.04.27 09:11,이거 다시 반등한다,103,0,2
2023.04.27 09:11,내일 하한가 한방 더 맞고,109,1,0
2023.04.27 09:11,여기가 그렇게 맛집이라고 소문나서 ,90,0,0
2023.04.27 09:11,초상집이다,96,1,0
2023.04.27 09:11,ㄷㄷㄷ 댓글보니,77,0,0
2023.04.27 09:11,풀린다 풀매수 해라,75,1,0
2023.04.27 09:10,혹시나해서 1주씩 사보는 애들이 사주는듯,78,0,0
2023.04.27 09:10,8개 종목중,97,0,0
2023.04.27 09:10,후웁!,57,0,0
2023.04.27 09:10,영화,62,0,0
2023.04.27 09:10,주식을 얼마나 못하면 이런걸 삼? ,62,0,0
2023.04.27 09:10,떨어지는 칼날,59,1,0
2023.04.27 09:10,하한가 세번만 더 부탁합니다!,56,0,0
2023.04.27 09:10,오늘 하한가 풀립니다,68,0,3
2023.04.27 09:09,연간 영업이익이 30억인데,146,0,0
2023.04.27 09:09,가스가스가스,55,0,0
2023.04.27 09:09,5-6만원이 적정 주가였네,76,0,0
2023.04.27 09:09,찾아갔다 회사,229,2,1
2023.04.27 09:09,가스 터질거 같은디?,59,0,0
2023.04.27 09:09,작전에 놀아나는 주에 뭔 재무재표 ㅋㅋ,69,0,0
2023.04.27 09:09,반대매매,83,0,0
2023.04.27 09:08,주봉좀 봐봐,106,2,0
2023.04.27 09:08,다털고,82,1,0
2023.04.27 09:08,이야 코인판보다 증권판이 더 개판이네,82,2,1
2023.04.27 09:08,깔끔하다 -30,105,4,0
2023.04.27 09:08,2500주,115,0,0
2023.04.27 09:08,몰빵 가즈아,102,2,1
2023.04.27 09:08,우와 2년전,275,0,0
