날짜,제목,조회,공감,비공감
2022.12.28 20:21,중소형 증권사 큰일 났다 더라...,443,2,7
2022.12.28 19:41,증권사 부도설..^*^..,457,2,6
2022.12.28 19:43,[삭제된 게시물의 답글]아가리 또 등장,104,2,1
2022.12.28 17:57,[삭제된 게시물의 답글]아가리 재 등장,105,1,1
2022.12.28 15:20,배당 문의..,825,1,3
2022.12.28 14:41,팔렸다!,447,2,0
2022.12.28 13:45,주가 100원 오를때마다 30만원씩 수익이네 ㅋㅋ,149,0,1
2022.12.28 14:16,[삭제된 게시물의 답글]아가리,88,1,0
2022.12.28 13:40,-2.2손절해따,114,0,1
2022.12.28 13:27,배당얼마줌?,426,1,1
2022.12.28 13:23,2900 매수벽 2970 매도벽,93,0,2
2022.12.28 12:56,낄낄낄낄낄낄낄,473,0,3
2022.12.28 11:40,투신 좌표 찍었음~^^,360,1,0
2022.12.28 11:23,엥 2930원에 3천주 매수한거 난데??,92,0,1
2022.12.28 10:59,배당금 주나요?,177,0,1
2022.12.28 10:26,올리면 익절해버린다카이,103,0,2
2022.12.28 10:19,흑우 육개장 맛집 추천드립니다.,94,0,1
2022.12.28 10:15,낄낄낄낄낄 인베달달하고,413,1,1
2022.12.28 10:13,미쳐따~~,418,1,1
2022.12.28 10:13,주포~! 여기 댕장국 말고 육개장으로~,79,0,2
2022.12.28 10:08,흑우 육개장 맛집이래서 찾아왔수다,80,0,1
2022.12.28 10:02,낄낄낄낄 올려?올려? 익절해버린다카이,97,0,2
2022.12.28 09:59,도장찍냐?,79,0,0
2022.12.28 09:58,마 떨구바라 떨구바라,87,0,3
2022.12.28 09:40,낄낄낄낄낄 인베로 37% 먹고 왔더니,116,0,3
2022.12.28 09:26,낄낄낄낄낄 형왔다 육개장들아,268,0,3
2022.12.28 09:05,오늘 사면 배당 주나요?,503,1,1
2022.12.28 08:49,오늘이 배당락이네.,396,1,4
2022.12.28 08:17,갈 수 있을 것 같은데요?,153,0,2
2022.12.28 09:43,[삭제된 게시물의 답글]아가리,66,1,0
2022.12.28 01:12,다올인베 계속 썰만 풀지말고 빠르게 결단 내려야지,1706,2,2
2022.12.27 18:57,외인비중,321,4,1
2022.12.27 18:11,회사 임원들 2명이 매수한것 의미있다,490,3,1
2022.12.27 17:22,다올인베랑,359,1,1
2022.12.27 16:15,얌생이,353,1,1
2022.12.27 15:27,2023년에는,514,3,1
2022.12.27 15:20,시간외 상한,553,2,2
2022.12.27 14:46,종가 최고가,372,1,1
2022.12.27 14:42,기관이 포지션을 잘못 잡았나 보다.,142,0,1
2022.12.27 14:20,궁금궁금,576,1,1
2022.12.27 14:06,방가방가,115,0,1
2022.12.27 12:54,낄낄낄낄 밀리쥬 낄낄낄낄,127,0,4
2022.12.27 12:49,인베스트  윗고리 종가 음봉,135,0,0
2022.12.27 12:49,올리면 익절 내리면 추매,109,0,0
2022.12.27 12:38,3050 3만주 없앤거 나야나~나야나~,115,0,0
2022.12.27 12:36,대주주 회피 물량인가?,120,0,0
2022.12.27 12:35,"3,050원에 3만주 나야나~나야나~",96,0,0
2022.12.27 12:25,낄낄낄낄 부들대는 흑소들,88,0,1
2022.12.27 12:18,낄낄낄낄낄 5만주 주주입니다 낄낄,105,0,3
2022.12.27 12:11,wons,478,2,0
2022.12.27 12:05,흑우육개장 맛집에 오신걸 환영합니다^^7,95,0,4
2022.12.27 11:45,투쁠 흑우육개장 맛집 개장,84,0,0
2022.12.27 11:37,야~근데 그거 한우냐^?,506,0,1
2022.12.27 11:37,유진김밥,85,0,0
2022.12.27 11:35,흑소투쁠 문상육개장 내오소,79,0,0
2022.12.27 11:32,부들부들 떨어대는 흑소들 너무 웃겨,76,0,1
2022.12.27 11:29,Wons  정신병자임?,399,5,0
2022.12.27 11:25,오늘 시마이 ~~마감,83,0,2
2022.12.27 11:24,3010 1만주 추매 ㅋㅋ,347,0,1
2022.12.27 11:22,내가 사버려서 배아프지?ㅋㅋㅋㅋㅋㅋ,80,0,2
2022.12.27 11:19,목돌아간 두루미들아,90,0,1
2022.12.27 11:17,마 올리바라 ㅋㅋㅋㅋㅋㅋㄷㅋㄷㅋㄷ,74,0,1
2022.12.27 11:15,낄낄낄낄,76,0,1
2022.12.27 11:13,무너진다ㅋㅋ,78,0,0
2022.12.27 11:13,인베 3880에 전량매도하고,85,0,1
2022.12.27 11:07,투쁠 흑우 육개장 먹으러 왔수다,233,0,4
2022.12.27 11:02,ㅋㅋㅋㅋ돈없는 분들 향이나 피워드릴게,102,0,4
2022.12.27 10:59,ㅋㅋㅋㅋ인베안산분들 향피우러왔수다,96,0,3
2022.12.27 10:52,문상왔수다 육개장좀 내오소,101,0,3
2022.12.27 10:45,낄낄낄낄 인베로 34%먹고 있는데,228,1,4
2022.12.27 10:33,오늘은 어제 보다 높게 끝내기..,194,2,0
2022.12.27 10:29,ㅋㅋㅋㅋㅋ쳐물리거나 돈못벌거나,86,0,1
2022.12.27 10:24,낄낄낄낄 인베 평단 2980,107,0,2
2022.12.27 10:16,ㅋㅋㅋㅋㅋ인베 30%넘게갈때,107,0,2
2022.12.27 09:54,인베 유안타 둘다 빠지네,113,0,2
2022.12.27 09:52,인베안사고 증권산 애들은,111,0,2
2022.12.27 09:31,받으려는  자  이별하는자,195,1,0
2022.12.27 09:26,우리4랑 하게  해주세요,77,0,0
2022.12.27 09:25,ㅋㅋㅋㅋㅋㅋ인베로 돈벌때,101,0,2
2022.12.27 09:21,조도 탈출,86,0,1
2022.12.27 09:19,희망회로들 오지게 돌려보랑게,97,0,2
2022.12.27 09:15,인베스트 움직인다,162,1,0
2022.12.27 09:14,인베안사고 여기물린흑소없제,89,0,2
2022.12.27 08:29,오늘 사서,440,1,1
2022.12.27 08:27,[삭제된 게시물의 답글]낼 매수하면 배당 받나요?,62,0,1
2022.12.26 17:13,아직은,367,1,1
2022.12.26 16:26,어이구~~ 3천냥에  물림,563,3,2
2022.12.26 16:26,골까지 다팠는데 이제 쩜상가자,374,3,1
2022.12.26 15:39,장부가684억   자회사   2000억에  매도,468,2,1
2022.12.26 14:28,이럴거면 다매각하자,527,5,1
2022.12.26 13:45,0.몇프로가지고,462,1,2
2022.12.26 13:43,투신물량 ,456,2,1
2022.12.26 13:47,[삭제된 게시물의 답글]아가리,104,2,1
2022.12.26 12:44,ㅋㅋ인베올라가는거 보고만 있는,144,0,3
2022.12.26 12:43,음봉전환한다 ㅋㅋ,418,1,1
2022.12.26 12:35,부들부들 떨지들말고 울어보소^^,121,0,4
2022.12.26 12:30,낄낄낄낄낄,144,0,4
2022.12.26 12:29,"인베 매각이 아니고, 혹시 투증 매각 아니냐???^^",485,1,0
2022.12.26 12:15,ㅋㅋㅋㅋㅋㅋㅋ희망회로들 오지넹,480,2,2
2022.12.26 12:04,액면가 5000원 짜리여요..,523,3,2
2022.12.26 11:45,거래량보니 이번엔 투자 이놈차례네요,139,0,0
2022.12.26 11:21,이게 무슨 급등주냐ㅋㅋ,483,3,1
2022.12.26 11:16,흑소들 흑두루미들 보러 왔수다,261,0,3
2022.12.26 11:07,어허 더 부들부들대고 울부짖으래도!,127,0,3
2022.12.26 11:05,흑우육개장 한그릇 내온나,101,0,1
2022.12.26 11:01,ㅋㅋㅋㅋㅋㅋ인베도 무너지쥬,108,0,3
2022.12.26 10:49,ㅋㅋㅋㅋ음메음메 울어대는 흑소들,115,0,4
2022.12.26 10:39,10프로라도,509,3,0
2022.12.26 10:38,인베스트 딱가리,110,0,0
2022.12.26 10:36,희망회로 + 개미밭,376,1,2
2022.12.26 10:36,다올인베스트랑 다올투자랑 패키지로 함께 매각해라..,395,2,0
2022.12.26 10:36,상한가타령좀 그만해,369,1,0
2022.12.26 10:34,배당금 주당 200원 예상한다,385,2,0
2022.12.26 10:30,배당금?,101,0,0
2022.12.26 10:30,다올인베를 왜 팔려고 하겠냐?,292,1,2
2022.12.26 10:27,돈없어서 자회사 파는 회사가 배당ㅋㅋㅋㅋ,249,1,2
2022.12.26 10:19,부들부들대는 흑소들 놀리는게,109,0,2
2022.12.26 10:15,ㅋㅋ 인베는 가도,242,2,1
2022.12.26 10:15,나 배당때매 샀는데 이거 27일까지 보유하면 되냐?,288,1,0
2022.12.26 10:12,ㅋㅋㅋ인베안사고 증권산 흑소들,232,1,5
2022.12.26 10:07,차트 모양이 다르잖아 흑소들아ㅎㅎ,215,1,3
2022.12.26 09:59,다올인베 오른다고 이거 사네 ㅋㅋ,207,2,5
2022.12.26 09:54,3100원 뚤림달릴듯.,101,0,2
2022.12.26 09:52,올해,181,1,1
2022.12.26 09:28,야는 3100이 한계선,203,2,2
2022.12.26 09:17,ㅋㅋ상한가 간다며?,197,3,2
2022.12.26 09:06,아무래도 ,167,1,2
2022.12.25 21:58,다올인베스트먼트 우리금융지주 인수.,258,4,1
2022.12.25 14:08,상한가 뉴스 축하합니다.,673,7,3
2022.12.25 13:00,월 쩜상 뉴스,821,8,1
2022.12.25 12:27,다올 인배스트 매각,707,9,3
2022.12.24 15:07,[삭제된 게시물의 답글]아가리,161,2,1
2022.12.24 12:58,다올인베스트먼트매각이 좋은건가요???,264,0,2
2022.12.23 15:21,설마 마지막에 빨간불?,403,1,1
2022.12.23 15:15,이가격에,389,1,1
2022.12.23 14:11,[삭제된 게시물의 답글]아가리,105,2,2
2022.12.23 12:22,오~~오른다ㅋㅋ,435,2,2
2022.12.23 11:05,30원만,425,1,2
2022.12.23 10:00,"응답하라, 2찍! ♬찍↗~ 찍↗~",433,0,5
2022.12.23 09:46,크리스마스  선물,450,2,1
2022.12.23 07:56,이거 어제 시외에 왜 들썩거렸나요?,469,1,2
2022.12.23 00:45,[삭제된 게시물의 답글]아가리,836,3,1
2022.12.23 08:54,[삭제된 게시물의 답글]◐우리금융지주에 1조 매각→상한가,94,0,1
2022.12.22 23:41,[삭제된 게시물의 답글][삭제된 게시물의 답글]◐우리금융지주에 1조 매각→상한가,124,1,1
2022.12.22 18:19,예의바르게,381,7,2
2022.12.22 18:10,와 단일가로,194,0,6
2022.12.22 17:39,어떻게 형이 시외 상 함 말아줘?,134,0,4
2022.12.22 17:07,ㅋㅋ흑소들아 울부짖거라,139,0,6
2022.12.22 16:59,"작년에 배당 250원 지급,,",517,3,1
2022.12.22 16:56,1월1일 시작과 동시에 pf해소한다,367,4,2
2022.12.22 16:48,안팔리고 갚을돈은 있고,149,0,0
2022.12.22 16:47,매물이 없어서 그러는듯,285,2,0
2022.12.22 16:46,단기차입금 증가 2천억 호재..,470,4,0
2022.12.22 16:33,단일가 장난질치지마라ㅋㅋ,313,2,2
2022.12.22 15:22,큰손이 털었자나,133,0,3
2022.12.22 14:04,역시 예상대로,409,2,2
2022.12.22 13:59,다올증권,418,3,1
2022.12.22 11:54,야는 정말 쓰레기 개잡주~~,452,3,2
2022.12.22 09:54,갑자기 왠상한가?,186,0,2
2022.12.22 09:18,다올투증에 대한 mose 선생님 수제자 의견,535,1,2
2022.12.21 22:08,추이 이력보고 투자 하시죠~?,171,1,1
2022.12.21 19:35,증권전문가 추천주 유튜브 추천주는 피하자,219,3,0
2022.12.21 20:14,[삭제된 게시물의 답글]◐우리금융지주에 1조 매각→상한가,95,2,1
2022.12.21 17:46,지난   여름에   연기금이   유안타증권을,360,0,0
2022.12.21 16:27,와 여기서 제대로물리네 급등할때탔었는데ㅠ,336,2,2
2022.12.21 16:25,이 모양 이 꼬라지가 된 것은 결국,342,5,5
2022.12.21 16:12,기관들도   꼭  오후되면  팔아  ,318,1,0
2022.12.21 15:10,진짜 다올 망하냐?,456,6,0
2022.12.21 15:01,개 잡주 스레기주식 평생 저주받아라,347,6,0
2022.12.21 14:18,기관에게 고함,382,4,2
2022.12.21 11:55,[삭제된 게시물의 답글]동감~~,130,2,2
2022.12.21 09:45,[삭제된 게시물의 답글]◐우리금융지주에 1조 매각→상한가,91,0,0
2022.12.20 18:48,이마당에  이름한번  더바꾸자!,397,3,2
2022.12.20 17:39,무증합니까,280,0,3
2022.12.20 17:31,배당줍니까,263,0,0
2022.12.20 16:21,"주당 발행가 5,000원에",316,6,2
2022.12.20 15:59,형님들 잘먹고 갑니다 ,395,4,0
2022.12.20 15:42,ㅋㅋ개미들 웃기네,438,2,6
2022.12.20 15:35,평단가가 어떻게 되시나요?,420,1,0
2022.12.20 15:17,본전,330,2,1
2022.12.20 14:31,이게 다~,280,2,4
2022.12.20 14:06,개미들 드글드글하네,113,0,1
2022.12.20 13:54,형님들,226,0,0
2022.12.20 12:05,"기회 함 주라 2,000원 좋타. ㅋㅋ",328,1,2
2022.12.20 10:56,배당금 200원 예상,393,1,2
2022.12.20 09:50,신년사,403,3,0
2022.12.20 09:26,미래에셋 6500 이네^^,403,2,0
2022.12.20 12:37,[삭제된 게시물의 답글]◐우리금융지주에 1조 매각→상한가,82,1,1
2022.12.19 19:38,타점 잘잡고,253,2,4
2022.12.18 06:31,여기 망할꺼라고 소문이 자자하던데,987,5,6
2022.12.17 13:11,다른 증권사와는 다르게 주문할때만 4배로 선물옵션 증거금을 잡아 놓고 부당하게 수수료를 버는 삼성증권을 제보합니다.,365,1,4
2022.12.16 22:50,망할듯,259,6,2
2022.12.17 06:55,[삭제된 게시물의 답글]◐우리금융지주에 1조 매각→상한가,265,3,1
2022.12.16 15:51,파생결합사채에 대해서 아시는분,178,0,1
2022.12.16 13:47,배당락까지 더하기하면,361,1,3
2022.12.15 08:31,금융시장안정,385,0,1
2022.12.14 15:36,지수조금하락하면폭락.상승하면보합,308,5,1
2022.12.14 12:11,액면가 5000원 언제쯤 갈까유~ㅋㅋ ,272,5,2
2022.12.14 08:39,"""IMF·금융위기 때보다 어렵다""…내년 건설사들 '줄도산' 공포",441,4,1
2022.12.13 20:53,퇴직연금시장에 처음진출,292,3,1
2022.12.13 16:42,속담에 떡잎 부터 알아본다^^,276,2,1
2022.12.13 14:24,회사 부도날거같아서 ELB좀 사주려했는데,238,0,3
2022.12.13 09:48,22년 재무성과 오픈 안하는 주는 ,301,0,1
2022.12.13 01:02,[삭제된 게시물의 답글]■■■■지금 투자한 금액의 3배를 매수하면 주가하락율은,785,3,4
2022.12.12 18:32,아바타   관련주,369,3,2
2022.12.12 12:55,부동산쪽 임원 자살함?,594,3,5
2022.12.12 12:17,맛점하시고  노래한곡  들읍시다,425,2,1
2022.12.12 11:49,"여기 임원 자살했다는 소문이 있던데??,",459,3,8
2022.12.12 10:46,자회사 팔아쓰는 기업이 배당을 우예주누ㅋㅋ,535,4,6
2022.12.12 09:52,대량   거래가   나오든지  손바뀜이  ,336,4,3
2022.12.12 09:29,해피앤딩,381,4,2
2022.12.11 07:56,다올이 왜 망했는지 잘 정리한 dc글,945,19,4
2022.12.10 19:59,2022년  베스트 증귄사  다올,525,2,2
2022.12.10 11:57,다올 배당금 얼마예상하시나요???,882,2,5
2022.12.09 20:38,배당이나 받으세요 ^,202,0,4
2022.12.09 20:13,기사에,296,2,2
2022.12.09 14:55,네트워크 상장해서,425,7,2
2022.12.09 12:53,오늘은,234,0,1
2022.12.09 10:37,오너란  넘이,465,6,1
2022.12.09 10:00,다올인베 매각이 호재인 이유!!,657,15,5
2022.12.09 09:41,지름길은 모회사 적대적m&a? ,278,6,1
2022.12.09 09:40,희소식,265,3,1
2022.12.09 09:35,2틀동안,238,1,3
2022.12.09 09:15,1800억 회사에,403,9,1
2022.12.09 08:25,올라도 다올인베스트가 오름ㅡ이건 폭락임,391,5,5
2022.12.09 07:48,그래도   잠자는   주식보다는낫다  ,240,2,0
2022.12.09 05:53,주식 뭣도 모르는 친구들이 싸지르는 주둥아리,265,1,2
2022.12.08 22:01,전부 다 올로 우리은행에 팔자 병철아,206,13,1
2022.12.08 16:06,여?는 분들은 매각주 안해보신듯,487,4,6
2022.12.08 15:48,잘  포장해라!,410,4,0
2022.12.08 15:40,■■■ 매각은 추진중이긴 한가보네여 아무튼 성투하세여 ■■■,277,0,0
2022.12.08 15:29,ㅇㅋ 일단 회사입장은,309,4,0
2022.12.08 15:26,매각 한단다,447,2,0
2022.12.08 14:11,■액면가의 20% 미만 30일 유지시 관리종목이 되고,506,2,5
2022.12.08 13:54,청산 하자 기냥 ^^,344,3,0
2022.12.08 13:51,다 팔었다,307,5,0
2022.12.08 13:47,자회사   매각안되면   통채로   팔아야지,317,4,0
2022.12.08 13:47,■■■ 다올투자증권 손절했습니다 수고하세요 ■■■■,244,1,1
2022.12.08 12:50,공시 어서 내라고 ,248,3,0
2022.12.08 12:36,적어도,232,1,2
2022.12.08 12:23,2주만기다리면4000원간다,270,5,3
2022.12.08 11:39,OOO의시끼들~~,241,5,0
2022.12.08 11:21,오늘,232,3,2
2022.12.08 10:56,끝났다 상폐각이네,367,6,1
2022.12.08 10:39,주목!,184,0,0
2022.12.08 10:24,폐교,131,0,0
2022.12.08 10:21,ㅋㅋㅋㅋㅋㅋ울부짖어라 흑소들아,121,0,0
2022.12.08 10:09,찬티 하는사람 어디갓냐?,134,0,0
2022.12.08 10:04,설거지하려고 어제들어온인간들,153,0,0
2022.12.08 10:02,개양아치색히들,138,1,0
2022.12.08 10:02,깔깔깔깔 개미척살ㅅㅅ♡,87,0,1
2022.12.08 09:59,악질중에 악질이라,139,1,0
2022.12.08 09:49,유상증자.,254,2,0
2022.12.08 09:43,자 이제 절반 샀다,150,1,0
2022.12.08 09:37,쩐당,100,0,0
2022.12.08 09:34,빚보증서고 돈받을땐 좋았지,167,3,0
2022.12.08 09:18,참gr같네,84,0,0
2022.12.08 09:08,떵.....,134,2,0
2022.12.08 09:04,삼성 그룹주 올라가네,90,0,0
2022.12.08 08:48,오늘은 시초가가 최저가 장대양봉,147,0,1
2022.12.08 07:50,개인이면  다  개미인줄   아나봐  ,179,1,0
2022.12.08 07:08,"다올투자증권, '다올인베'도 판다… 주가는 요동",144,0,1
2022.12.08 06:21,마이너스 10프로대 뜨면,242,1,0
2022.12.08 06:10,개인이 호구된날.,149,1,0
2022.12.07 20:55,"어제 유튜브,방송등에서",393,3,1
2022.12.07 20:17,힘드시겠지만 현실적으로 말씀드리겠습니다,365,7,5
2022.12.07 20:16,올해도 배당 8퍼는 주것지,316,3,6
2022.12.07 19:41,ㅋㅋㅋ ,168,0,2
2022.12.07 18:39,개미만 개돼지 ?네 외놈 개관들은 다 나가고,169,1,1
2022.12.07 18:26,좋은말로 할때,149,1,1
2022.12.07 18:18,수급보니,169,3,1
2022.12.07 18:06,얘는  오른것도 없는데,121,0,1
2022.12.07 18:06,쓰레기,142,2,1
2022.12.07 17:52,낼은,180,1,1
2022.12.07 17:12,다올증권,414,7,1
2022.12.07 16:55,조문 왔습니다~,205,4,3
2022.12.07 16:46,1년넘게 물린 종목인데~~,221,7,1
2022.12.07 16:24,여기도,193,1,1
2022.12.07 16:22,올겨울은 따뜻 하것다.,194,2,1
2022.12.07 16:12,이것 땜에 오른겨?,326,0,2
2022.12.07 16:08,시외 상으로 상 보합만 가주면안될까?,204,0,1
2022.12.07 15:39,흑소들 쳐물리고 우는거,178,2,1
2022.12.07 15:38,시가에서 미끄러는걸보면서도 못팔았다,185,4,1
2022.12.07 15:37,헐 역시나 소름돋는 매동좀 보소 ㄷㄷㄷㄷㄷㄷㄷ,135,0,1
2022.12.07 15:36,기분 드럽네,185,4,1
2022.12.07 15:31,+17%에서 -2.73% 에 끝났다 730만주,232,2,1
2022.12.07 15:30,오늘 한명의 욕심쟁이는 갑니다..,184,2,1
2022.12.07 15:16,구제불능 회사<~~,216,2,1
2022.12.07 15:04,시즌  아웃,119,0,2
2022.12.07 14:53,아.죽고싶네,163,2,1
2022.12.07 14:53,회사가  ..,139,3,1
2022.12.07 14:50,재료소멸보다 더심한데,172,1,1
2022.12.07 14:47,역시.다올.오늘도.하락일등하려나,162,2,1
2022.12.07 14:31,660만주에 보합이라 ㅡ,243,0,1
2022.12.07 13:30,소탐대실,200,4,1
2022.12.07 13:09,딱보니 인베스트도 못팔것같다,189,4,0
2022.12.07 13:06,개양아야 3860에매수했다,153,2,1
2022.12.07 13:00,지금이야,131,1,1
2022.12.07 12:56,다올인베는 상치러가는데 ㅠㅠㅠㅠㅠㅠ,123,2,0
2022.12.07 12:54,이것도 사겠다는 회사 없으면,84,1,0
2022.12.07 12:51,돈들이 씨가 마르니~~,115,3,0
2022.12.07 12:51,ㅋㅋㅋ개족가네 ㅋㅋ,99,2,0
2022.12.07 12:35,싹다 털고 나갔네 ,113,3,1
2022.12.07 11:47,1년6개월만에,186,1,1
2022.12.07 11:44,음봉 대박ㅋㅋㅋㅋ국장 클라스,107,1,0
2022.12.07 11:42,역시  다올이,91,0,0
2022.12.07 11:41,배당 안주겟죠?,115,0,1
2022.12.07 11:36,최근에   들어온   프로그램   매물,131,3,2
2022.12.07 11:31,원래 팔리는곳은,174,1,0
2022.12.07 11:30,보합,81,0,0
2022.12.07 11:30,음봉지리네ㅋㅋㅋㅋ어제보다 아래,99,1,0
2022.12.07 11:30,와~~~,94,1,0
2022.12.07 11:27,물렸다 30주,80,0,0
2022.12.07 11:18,다올투증도 인수합병 시나리오 나옴 상상상,229,3,0
2022.12.07 11:16,물량소화할려면,113,1,0
2022.12.07 11:09,"모두나가주세요 ㅠ,,ㅠ",94,0,1
2022.12.07 11:07,다올증권 무슨 문제?,91,0,0
2022.12.07 11:05,파란나라 얼마 안남았다~~^^,103,2,0
2022.12.07 11:04,대단하다,81,0,0
2022.12.07 10:58,빠질만큼 빠졌네요,117,0,0
2022.12.07 10:58,ㅋ 한투가 대장이네~~^^,81,0,0
2022.12.07 10:48,망하는 회사였군~~,115,0,0
2022.12.07 10:44,대단해 다털고 나갔네,86,0,0
2022.12.07 10:38,야이,94,1,0
2022.12.07 10:35,망 망 망,90,0,0
2022.12.07 10:32,물 들어 온다..,101,1,0
2022.12.07 10:27,인베 상치길 기도나하지 그래야희망이보인다,104,0,0
2022.12.07 10:26,공부해라 불나방들이여,85,0,0
2022.12.07 10:25,당사자가 인베인대,83,0,0
2022.12.07 10:22,시초가 붕띄우니 매수한 녀석들에게,101,0,0
2022.12.07 10:20,ㅋ 파란나라~~ 정답~~^^,73,0,0
2022.12.07 10:15,햐~~정말 주식 할게 못되는군~~,98,0,1
2022.12.07 10:15,하방 Vi ㅋㅋㅋㅋㅋㅋㅋㅋ 졸웃,88,0,0
2022.12.07 10:13,시초가띄워서 해쳐먹고튀잖아,93,0,0
2022.12.07 10:09,1시간 전에는,111,1,2
2022.12.07 10:05,"내가 분명 말해줬죠?? 폭락이라고,,차라리..",97,0,0
2022.12.07 10:04,파란 맛집~~^^,71,0,0
2022.12.07 10:01,물린흑소들아 울부짖어봐,118,1,0
2022.12.07 10:01,반등없이 쳐박네 아 OOO들,76,0,0
2022.12.07 10:00,얘는 글렀네,70,0,0
2022.12.07 10:00,곧 파란나라 진입~~ 미끄럼 특기야~^^,79,3,0
2022.12.07 09:59,모 이따위 기업이 있나?,82,0,0
2022.12.07 09:47,ㅋㅋㅋㅋㅋㅋ오늘아침에 물린흑소없제,166,3,1
2022.12.07 09:46,인베스트가 수혜주 맞음,131,0,1
2022.12.07 09:45,이랬다 저랬다 왔다 갔다~,85,0,0
2022.12.07 09:44,파란나라로 직행~~~쇼~~^^,73,0,0
2022.12.07 09:44,다음부턴,85,0,2
2022.12.07 09:43,운영개떡같이해서,97,0,0
2022.12.07 09:39,원래 팔리는애가 더 잘감,88,0,0
2022.12.07 09:39,시초가가 넘 높아,110,1,0
2022.12.07 09:37,마지막 불꽃쇼,76,0,0
2022.12.07 09:25,하한가하한가신 하한가하한가신 하한가하한가신 하한가하한가신 ,74,0,0
2022.12.07 09:23,"이건폭락,,매물건이 대박상승이다..이건",113,0,0
2022.12.07 09:23,개 양아치 운전을 보니~~,84,0,0
2022.12.07 09:19,오늘종가는3200이다,85,0,0
2022.12.07 09:14,2310원에1차매수,86,0,0
2022.12.07 09:12,인베스트 따ㄲㅏ 리들,88,0,0
2022.12.07 09:11,개똥손 인베스트시초에들갈껄,88,0,0
2022.12.07 09:11,하한가하한가신 하한가하한가신 하한가하한가신 ,82,0,0
2022.12.07 09:11,빙치리 똥줄에 불 붙었능갑네,79,0,0
2022.12.07 09:09,파란나라로 끝날거 같네~~^^,95,2,0
2022.12.07 08:59,투자 잼뱅이네~~ ㅋㅋ ,202,0,3
2022.12.07 08:57,이거 ?미???,167,1,0
2022.12.07 08:56,심쿵했누? ㅋㅋ,134,1,0
2022.12.07 08:51,다른 증권사보다 2배도 아닌 4배로 선물옵션 증거금을 잡아 놓고 수수료를 버는 삼성증권을 조심합시다.,241,0,0
2022.12.07 08:50,상폐빔,110,0,0
2022.12.07 08:48,3상은 가야 본전~~ㅠㅠ,132,2,0
2022.12.07 08:47,아,93,0,0
2022.12.07 08:39,차라리 이놈을 팔아라~~^^,155,2,0
2022.12.07 08:32,ㅋ 다 팔아 쳐묵네~이런시기에 누가 살려나~~^^,134,0,0
2022.12.07 08:31,2연상가도,154,2,0
2022.12.07 07:41,이늠이 진짜,201,3,0
2022.12.06 22:11,"태국 법인 이어…다올투자증권, 다올인베스트먼트 매물로",256,2,3
2022.12.06 21:40,매각설이어도 미동도 없다,264,3,3
2022.12.06 20:56,오를리 없어,282,4,2
2022.12.06 20:21,일단 좋긴 한데..,515,2,2
2022.12.06 19:59,"평단 2,876 / 30,000주 보유",366,1,7
2022.12.06 19:45,시총보다 많은 현금이 들어오네요,433,2,3
2022.12.06 19:29,다울증권,236,2,1
2022.12.06 18:51,다올투자증권 다올인베스트먼트,591,0,2
2022.12.06 18:16,다올이,147,0,1
2022.12.06 18:11,최고의 배당주 가즈아ㅋㅋㅋ,189,1,1
2022.12.06 18:03,명심,257,0,1
2022.12.06 17:59,나도 좀 들어가자고 같이 묵자고,224,0,1
2022.12.06 17:57,다 필요 없고,172,1,0
2022.12.06 17:52,하락장엔,131,1,0
2022.12.06 17:51,그래,114,0,0
2022.12.06 17:50,OOO 왜 문닫아뿌냐 나도 좀 들어가자,124,1,1
2022.12.06 17:49,2500억 매각가/ 2000억 매각가,316,1,1
2022.12.06 17:43,[fn마켓워치]다올인베스트먼트 매물로  - 뉴스난리,232,1,0
2022.12.06 17:42,영업이익 1500억 시총 1900억?,224,1,0
2022.12.06 17:38,뭉치면  살고  흩어지면,104,1,0
2022.12.06 17:37,이놈이 다올인베 지분 52%가지고있어.,159,1,1
2022.12.06 17:32,시외상치면,155,1,0
2022.12.06 17:31,시총만큼 돈이 들어오는데 점상 안가는게 이상하지,136,0,1
2022.12.06 17:31,내가 몇번을 말했노.. 그때 매수했으면 3%는 먹었다.,173,1,0
2022.12.06 17:31,다올증권,240,6,0
2022.12.06 17:27,"평단 2,876 / 30,000주 보유",111,0,0
2022.12.06 17:25,"[단독] 매각 추진 다올인베, 자산 1.5조 초대형 VC 도약",169,0,0
2022.12.06 17:24,호재중 호재다,163,1,1
2022.12.06 17:11,답답이들아..ㅋㅋ,177,1,0
2022.12.06 17:10,호재중 호재다,169,3,0
2022.12.06 17:06,현재 보다 500억이 더 받고 판다는데..왜 매수안함?ㅋㅋ,139,0,0
2022.12.06 17:06,돈되는건,95,0,0
2022.12.06 16:15,다올인베스트를 2000억에 매각하는구나,268,0,0
2022.12.06 16:06,시외상,151,1,1
2022.12.06 15:43,엿기금,110,0,0
2022.12.02 15:43,외쿡인,493,1,2
2022.12.02 10:36,우리다올이,563,2,2
2022.12.02 07:17,대출규제완화 ltv풀었으나 dsr안풀어 효과없음,164,0,2
2022.12.02 06:54,둔촌주공 미분양되면 시장은 주택시장 망한걸로평가. 미분양급증할것,173,0,2
2022.12.01 05:10,산타등장,299,0,2
2022.11.30 16:20,마이  시초가,194,0,1
2022.11.30 15:40,엿기금,242,1,1
2022.11.30 15:18,8층에 사람살려요ㅠ,400,5,2
